"","Last","First","Office","County","Year","Month","Day","CleanedFirst","Gender","RefineGender"
"312","McConnell","Seth A.","ALCEDO","Angelina",1916,"10","26","Seth","male","male"
"313","Dunn","Thos. W.","ALCEDO","Angelina",1917,"4","5","Thos",NA,"male"
"314","Lester","Birdie","ALCEDO","Angelina",1917,"9","27","Birdie","female","female"
"315","McMullen","Thos. W.","ALCEDO","Angelina",1919,"5","20","Thos",NA,"male"
"316","Marshall","Edd. S.","ALCEDO","Angelina",1919,"12","30","Edd","male","male"
"317","Bradshaw","Josiah","ANGELINA","Angelina",1855,"7","2","Josiah","male","male"
"318","[Re-established) Parker","Jas.","ANGELINA","Angelina",1860,"5","16","Jas",NA,"male"
"319","Hensarling","Jesse C.","ANGELINA","Angelina",1861,"9","25","Jesse","male","male"
"320","[Re-established] Moseley","Malcolm J.","ANGELINA","Angelina",1898,"4","29","Malcolm","male","male"
"321","Roberts","Edgar A.","ANGELINA","Angelina",1899,"5","9","Edgar","male","male"
"322","Kilgore","Homer","ANGELINA","Angelina",1899,"5","27","Homer","male","male"
"323","Baker","Henry","ANGELINA","Angelina",1900,"4","20","Henry","male","male"
"324","Foster","Leonidas B.","ANGELINA","Angelina",1901,"1","7","Leonidas","male","male"
"325","Byrns","Jas.","BABER","Angelina",1907,"1","31","Jas",NA,"male"
"326","Hickman","Edgar T.","BABER","Angelina",1908,"3","13","Edgar","male","male"
"327","Fisher","Jos. F.","BABER","Angelina",1912,"9","28","Jos","male","male"
"328","Townsend","Martin W.","BAKER","Angelina",1889,"7","20","Martin","male","male"
"329","Fenley","Zack P.","BAKER","Angelina",1894,"10","26","Zack","male","male"
"330","Townsend","Martin W.","BAKER","Angelina",1895,"8","19","Martin","male","male"
"331","Matthews","John S.","BAKER","Angelina",1901,"1","31","John","male","male"
"332","Cates","Jos. D.","BAKER","Angelina",1901,"5","10","Jos","male","male"
"333","Ballentine","Chas. A.","BONNER'S MILL","Angelina",1876,"6","13","Chas",NA,"male"
"334","Bonner","W. H.","BONNER'S MILL","Angelina",1877,"7","2","W","male","male"
"335","Futch","J. M.","BRADLEY","Angelina",1881,"8","29","J","male","male"
"336","Medford","Geo. A.","BREAKER","Angelina",1884,"9","23","Geo","male","male"
"337","Stovall","David M.","BURKE","Angelina",1886,"3","20","David","male","male"
"338","Roberts","Dixie","BURKE","Angelina",1887,"5","23","Dixie","female","female"
"339","Treadwell","Stephen J.","BURKE","Angelina",1888,"3","7","Stephen","male","male"
"340","Mantooth","Wm. B.","BURKE","Angelina",1897,"9","11","Wm",NA,"male"
"341","McCall","Ina","BURKE","Angelina",1914,"9","2","Ina","female","female"
"342","Hill","Joel","BURRIS' PRAIRIE","Angelina",1860,"11","15","Joel","male","male"
"343","Hill","Joel","BURRIS' PRAIRIE","Angelina",1861,"8","6","Joel","male","male"
"344","Richardson","Chas. W.","CHANCY","Angelina",1915,"5","25","Chas",NA,"male"
"345","Humphrey","Jacob","CHEESELAND","Angelina",1857,"8","8","Jacob","male","male"
"346","Hillenkamp","Wenzel","CHEESELAND","Angelina",1860,"11","10","Wenzel","male","male"
"347","Hillenkamp","Wenzel","CHEESELAND","Angelina",1861,"8","5","Wenzel","male","male"
"348","Buckalue","Mrs. Martha","CHEESELAND","Angelina",1866,"11","6","Martha","female","female"
"349","Hillenkamp","Wenzel","CHEESELAND","Angelina",1873,"6","11","Wenzel","male","male"
"350","To WELLS","Cherokee Co.","CHEESELAND","Angelina",1886,"3","29","Cherokee","female","female"
"351","Vinson","Wm. McD.","CLAWSON","Angelina",1891,"3","26","Wm",NA,"male"
"352","Mantooth","Thos. C.","CLAWSON","Angelina",1892,"9","8","Thos",NA,"male"
"353","Means","John C.","CLAWSON","Angelina",1895,"7","31","John","male","male"
"354","Smith Jr.","Horace","CLAWSON","Angelina",1898,"9","9","Horace","male","male"
"355","Caruthers","Robt. A.","CLAWSON","Angelina",1900,"4","3","Robt","male","male"
"356","Earl","Wm.","CLAWSON","Angelina",1903,"6","26","Wm",NA,"male"
"357","Sapp","Jas. M.","CLAWSON","Angelina",1906,"2","27","Jas",NA,"male"
"358","Stroud","Ashley","CLAWSON","Angelina",1906,"12","27","Ashley","male","male"
"359","Bivins","Maurice","CLAWSON","Angelina",1908,"7","8","Maurice","male","male"
"360","Blythe","Ed. W.","CLAWSON","Angelina",1910,"2","23","Ed","male","male"
"361","Melear","Robt. H.","CLAWSON","Angelina",1912,"1","9","Robt","male","male"
"362","Sulser","Andrew","CLAWSON","Angelina",1912,"10","26","Andrew","male","male"
"363","Bargainer","Lawson T.","CLAWSON","Angelina",1915,"4","24","Lawson","male","male"
"364","Hopper","Sallie","CLAWSON","Angelina",1920,"4","10","Sallie","female","female"
"365","Poe","Mrs. Ruth","CLAWSON","Angelina",1929,"12","17","Ruth","female","female"
"366","Harrington","Wm. G.","DAVISVILLE","Angelina",1908,"4","8","Wm",NA,"male"
"367","Smith","Jas. S.","DAVISVILLE","Angelina",1909,"6","9","Jas",NA,"male"
"368","Clayton","Jas. H.","DAVISVILLE","Angelina",1910,"2","2","Jas",NA,"male"
"369","Rutland","Wm. P.","DIBOLL","Angelina",1897,"5","25","Wm",NA,"male"
"370","Walker","Watson","DIBOLL","Angelina",1901,"4","25","Watson","male","male"
"371","Rutland","Wm. P.","DIBOLL","Angelina",1904,"9","30","Wm",NA,"male"
"372","Farrington","Frank","DIBOLL","Angelina",1908,"12","14","Frank","male","male"
"373","Kelley","Zettie","DIBOLL","Angelina",1925,"12","1","Zettie","female","female"
"374","Grant","Bertie","DONOVAN","Angelina",1929,"6","27","Bertie","female","female"
"375","Fuller","Carlon I.","DONOVAN","Angelina",1930,"10","22","Carlon","male","male"
"376","Dunkin","Harrison A.","DUNKIN","Angelina",1901,"2","14","Harrison","male","male"
"377","Chambers","Chas. A.","DUNKIN","Angelina",1902,"9","15","Chas",NA,"male"
"378","Arnett","Ralph C.","DUNKIN","Angelina",1926,"4","30","Ralph","male","male"
"379","Odum","Lovie C.","DURANT","Angelina",1909,"10","30","Lovie","female","female"
"380","Chumley","Jos. G.","DURANT","Angelina",1914,"4","29","Jos","male","male"
"381","West","John E.","DURST","Angelina",1893,"12","30","John","male","male"
"382","Medlin","Halbert","DURST","Angelina",1895,"5","11","Halbert","male","male"
"383","Broughton","Sargent P.","DURST","Angelina",1896,"3","3","Sargent","male","male"
"384","Nelms","Willie A.","DURST","Angelina",1897,"1","18","Willie","male","male"
"385","Moseley","Malcolm J.","DURST","Angelina",1897,"7","26","Malcolm","male","male"
"386","McKnight","Jos. K.","ELYSIUM","Angelina",1857,"6","29","Jos","male","male"
"387","Ruby","Chas.","ELYSIUM","Angelina",1858,"8","3","Chas",NA,"male"
"388","Ruby","Chas.","ELYSIUM","Angelina",1861,"12","28","Chas",NA,"male"
"389","Carter","Jos. C.","EMPORIA","Angelina",1893,"7","10","Jos","male","male"
"390","Vinson","Willie M.","EMPORIA","Angelina",1902,"12","16","Willie","male","male"
"391","Carter","Horace M.","EMPORIA","Angelina",1904,"9","20","Horace","male","male"
"392","Jones","Clarence A.","EMPORIA","Angelina",1906,"12","18","Clarence","male","male"
"393","Cansler","Mrs. Sarah C.","EUDORA","Angelina",1885,"10","6","Sarah","female","female"
"394","Guinn","Mary C.","EUDORA","Angelina",1888,"7","2","Mary","female","female"
"395","Cansler","Chas. E.","EUDORA","Angelina",1897,"10","14","Chas",NA,"male"
"396","Weaver","T. H.","EUDORA","Angelina",1898,"9","29","T","male","male"
"397","Warren","Willie O.","EUDORA","Angelina",1899,"5","18","Willie","male","male"
"398","Robinson","John F.","EUDORA","Angelina",1901,"9","28","John","male","male"
"399","Bohlssen","John W.","EWING","Angelina",1920,"10","5","John","male","male"
"400","Miller","Clyde E.","EWING","Angelina",1922,"4","21","Clyde","male","male"
"401","Bohlssen","Mary C.","EWING","Angelina",1923,"7","17","Mary","female","female"
"402","Finley","Oscar L.","EWING","Angelina",1923,"11","28","Oscar","male","male"
"403","Honeycutt","Annie J.","EWING","Angelina",1925,"12","19","Annie","female","female"
"404","Windham","Thos. B.","FORT TERAN","Angelina",1856,"11","17","Thos",NA,"male"
"405","Windham","Thos. B.","FORT TERAN","Angelina",1862,"3","13","Thos",NA,"male"
"406","Oates","Martha A.","HAMLET","Angelina",1894,"6","11","Martha","female","female"
"407","Oates","John W.","HAMLET","Angelina",1900,"3","6","John","male","male"
"408","Wagstaff","Tularmaud","HAMLET","Angelina",1906,"7","23","Tularmaud",NA,"male"
"409","Herrington","Wm.","HERRINGTON'S","Angelina",1852,"2","6","Wm",NA,"male"
"410","Cochran","Joshua B.","HERRINGTON'S","Angelina",1857,"12","12","Joshua","male","male"
"411","Cochran","Joshua B.","HERRINGTON'S","Angelina",1861,"8","6","Joshua","male","male"
"412","Martin","John W.","HOMER","Angelina",1858,"8","4","John","male","male"
"413","Denman","Wash. L.","HOMER","Angelina",1858,"10","13","Wash","male","male"
"414","McGowan","S. K.","HOMER","Angelina",1861,"7","12","S","male","male"
"415","Gunn","W. W.","HOMER","Angelina",1862,"9","17","W","male","male"
"416","Rainbolt","Hiram","HOMER","Angelina",1864,"9","1","Hiram","male","male"
"417","Kilpatrick","L. C.","HOMER","Angelina",1865,"4","12","L","male","male"
"418","Steiness","Edmond","HOMER","Angelina",1865,"5","8","Edmond","male","male"
"419","Carnahan","David S.","HOMER","Angelina",1866,"4","10","David","male","male"
"420","Middleton","John","HOMER","Angelina",1867,"3","19","John","male","male"
"421","Shannon","Miss Mary A.","HOMER","Angelina",1868,"12","3","Mary","female","female"
"422","Branton","Arnold","HOMER","Angelina",1871,"7","21","Arnold","male","male"
"423","Collins","Geo. J.","HOMER","Angelina",1874,"6","1","Geo","male","male"
"424","Ricks","Casper A.","HOMER","Angelina",1880,"12","20","Casper","male","male"
"425","Matthews","Henry J.","HOMER","Angelina",1882,"3","30","Henry","male","male"
"426","Brown","Mrs. Caledonia","HOMER","Angelina",1889,"10","10","Caledonia","female","female"
"427","Borden","Benj. W.","HOMER","Angelina",1891,"10","29","Benj","male","male"
"428","Collins","Geo. M.","HOMER","Angelina",1892,"2","4","Geo","male","male"
"429","Collins","Geo. J.","HOMER","Angelina",1892,"8","11","Geo","male","male"
"430","Robb","Ed. L.","HOMER","Angelina",1893,"4","28","Ed","male","male"
"431","Thompson","John N.","HOMER","Angelina",1897,"9","22","John","male","male"
"432","Chapman","Robt. D.","HUNTINGTON","Angelina",1900,"7","23","Robt","male","male"
"433","Herrington","Geo. W.","HUNTINGTON","Angelina",1906,"12","15","Geo","male","male"
"434","Cochran","Laura B.","HUNTINGTON","Angelina",1908,"5","19","Laura","female","female"
"435","Ivy","Wm. D.","HUNTINGTON","Angelina",1911,"3","24","Wm",NA,"male"
"436","McMullen","Robt. N.","HUNTINGTON","Angelina",1914,"10","15","Robt","male","male"
"437","Baird","Lila","HUNTINGTON","Angelina",1921,"11","1","Lila","female","female"
"438","McKewen","Lee K.","HUNTINGTON","Angelina",1922,"3","29","Lee","male","male"
"439","Kennedy","Idella J.","IVY","Angelina",1886,"5","29","Idella","female","female"
"440","Haley","Sophie","IVY","Angelina",1887,"1","3","Sophie","female","female"
"441","Scarbrough","Wm. B.","IVY","Angelina",1888,"1","3","Wm",NA,"male"
"442","Hilliard","Wm. W.","IVY","Angelina",1896,"11","16","Wm",NA,"male"
"443","Cowart","Sebron J.","IVY","Angelina",1898,"3","15","Sebron","male","male"
"444","Davis","Jacob","JAKE","Angelina",1884,"3","19","Jacob","male","male"
"445","Chambers","Miss Lizzie E.","JAKE","Angelina",1885,"11","3","Lizzie","female","female"
"446","Kurth","Jos. H.","KELTY'S","Angelina",1890,"5","26","Jos","male","male"
"447","West","John E.","KELTY'S","Angelina",1891,"11","25","John","male","male"
"448","Weiner Jr.","Sam.","KELTY'S","Angelina",1892,"2","4","Sam","male","male"
"449","Kurth","Jos. H.","KELTY'S","Angelina",1897,"9","27","Jos","male","male"
"450","Odell","John A.","KELTY'S","Angelina",1915,"7","1","John","male","male"
"451","Munsell","Otto O.","KELTY'S","Angelina",1918,"7","15","Otto","male","male"
"452","Kirkpatrick","Geo. T.","KELTY'S","Angelina",1919,"1","17","Geo","male","male"
"453","Thompson","David W.","KELTY'S","Angelina",1923,"12","19","David","male","male"
"454","Angell","Chas. H.","KRUB","Angelina",1905,"8","4","Chas",NA,"male"
"455","Lay","Wm. C.","LAY","Angelina",1898,"10","1","Wm",NA,"male"
"456","DuBose","Jas. P.","LAY","Angelina",1899,"3","10","Jas",NA,"male"
"457","Travis","Henry","LAY","Angelina",1901,"2","13","Henry","male","male"
"458","Outlaw","Wm. M.","LAY","Angelina",1901,"10","5","Wm",NA,"male"
"459","Renfro","Chas. D.","LAY","Angelina",1902,"9","17","Chas",NA,"male"
"460","Abney","Wm. A.","LUFKIN","Angelina",1882,"4","12","Wm",NA,"male"
"461","Kerr","Jos.","LUFKIN","Angelina",1883,"3","21","Jos","male","male"
"462","Gann","Nathan W.","LUFKIN","Angelina",1890,"2","7","Nathan","male","male"
"463","McPherson","Benj. L.","LUFKIN","Angelina",1893,"8","2","Benj","male","male"
"464","Vinson","Winfield L.","LUFKIN","Angelina",1897,"7","23","Winfield","male","male"
"465","Shotwell","Joshua W.","LUFKIN","Angelina",1900,"1","23","Joshua","male","male"
"466","Campbell","Crockett","LUFKIN","Angelina",1904,"3","28","Crockett","male","male"
"467","Boykin","W. E.","LUFKIN","Angelina",1916,"12","20","W","male","male"
"468","Bonner","Chas. L.","LUFKIN","Angelina",1919,"6","12","Chas",NA,"male"
"469","Lang","Otto J.","LUFKIN","Angelina",1920,"6","4","Otto","male","male"
"470","Lang","Susie E.","LUFKIN","Angelina",1922,"11","22","Susie","female","female"
"471","Evans","Wm. L.","LUFKIN","Angelina",1923,"5","1","Wm",NA,"male"
"472","Hall","Walter E.","LUFKIN","Angelina",1928,"3","7","Walter","male","male"
"473","Gribble","Chas. G.","MANNING","Angelina",1906,"7","19","Chas",NA,"male"
"474","Moss","Herbert","MANNING","Angelina",1915,"2","6","Herbert","male","male"
"475","Polk","Arthur C.","MANNING","Angelina",1919,"5","28","Arthur","male","male"
"476","Thompson","Annie L.","MANNING","Angelina",0,"0","28-Feb-25","Annie",NA,"male"
"477","Ragan","Aline F.","MANNING","Angelina",1925,"11","1","Aline","female","female"
"478","Ragan","Frances A.","MANNING","Angelina",1926,"3","22","Frances","female","female"
"479","Gibbs","Dudley L.","MANNING","Angelina",1927,"6","30","Dudley","male","male"
"480","Hawks","Wm. A.","MANTON","Angelina",1903,"6","6","Wm",NA,"male"
"481","Brunsterman","Fred","MANTON","Angelina",1904,"5","7","Fred","male","male"
"482","Burr","Phil. C.","MANTON","Angelina",1905,"5","11","Phil","male","male"
"483","Felt","Chas. H.","MANTON","Angelina",1906,"2","16","Chas",NA,"male"
"484","Liers","Frank H.","MANTON","Angelina",1911,"1","19","Frank","male","male"
"485","Hooks","Ann G.","MANTON","Angelina",1913,"7","19","Ann","female","female"
"486","Callahan","Minnie","MANTON","Angelina",1915,"2","23","Minnie","female","female"
"487","Gann","John D.","MARION","Angelina",1847,"3","8","John","male","male"
"488","Evans","Elisha A.","MARION","Angelina",1848,"2","3","Elisha","male","male"
"489","Davis","Ashburn","MARION","Angelina",1848,"5","31","Ashburn","male","male"
"490","Wilkins","Wm. P.","MARION","Angelina",1852,"4","29","Wm",NA,"male"
"491","Wilson","Wm. L.","MARION","Angelina",1852,"7","27","Wm",NA,"male"
"492","Davis","Jacob","MARION","Angelina",1853,"7","16","Jacob","male","male"
"493","Davis","Jacob","MARION","Angelina",1857,"5","14","Jacob","male","male"
"494","Manning","Wm. W.","MARION","Angelina",1858,"7","22","Wm",NA,"male"
"495","Manning","W. W.","MARION","Angelina",1861,"8","5","W","male","male"
"496","Butler","Hezekiah","MARION","Angelina",1866,"10","9","Hezekiah","male","male"
"497","Berry","Wm. P.","MARION","Angelina",1869,"10","4","Wm",NA,"male"
"498","Seale","Albert B.","MIAMI","Angelina",1882,"5","12","Albert","male","male"
"499","Ross","Mrs. Lulu C.","MIAMI","Angelina",1882,"9","18","Lulu","female","female"
"500","Davis","Andrew J.","MODISETT","Angelina",1902,"12","24","Andrew","male","male"
"501","Wigley","Alfred J.","MONTEREY","Angelina",1902,"5","28","Alfred","male","male"
"502","Townsend","Henry J.","MONTEREY","Angelina",1905,"10","19","Henry","male","male"
"503","Stringer","Joel Z.","MONTEREY","Angelina",1906,"8","2","Joel","male","male"
"504","Register","Jesse R.","MONTEREY","Angelina",1910,"1","15","Jesse","male","male"
"505","Mott","Thos. L.","MOTT","Angelina",1871,"8","7","Thos",NA,"male"
"506","Dixon","Robt. G.","MOTT","Angelina",1876,"5","15","Robt","male","male"
"507","Mott","Thos. L.","MOTT","Angelina",1876,"10","3","Thos",NA,"male"
"508","Hensarling","Jesse C.","MOTT","Angelina",1885,"9","28","Jesse","male","male"
"509","Dudley","Jas. E.","MOTT","Angelina",1897,"2","8","Jas",NA,"male"
"510","Parker","Thos. J.","MOTT","Angelina",1901,"8","24","Thos",NA,"male"
"511","Hensarling","John T.","MOTT","Angelina",1904,"5","10","John","male","male"
"512","Mott","Hiram C.","MOTT","Angelina",1908,"11","14","Hiram","male","male"
"513","Havard","Jerry M.","MOTT","Angelina",1912,"3","5","Jerry","male","male"
"514","Arnett","Ralph C.","NANCY","Angelina",1926,"6","1","Ralph","male","male"
"515","Kirkland","Jas. H.","ODELL","Angelina",1900,"1","23","Jas",NA,"male"
"516","Medford","Geo. A.","ORA","Angelina",1884,"11","11","Geo","male","male"
"517","Cochran","Mrs. Elvira","ORA","Angelina",1886,"1","14","Elvira","female","female"
"518","Moore","Mrs. Sue A.","ORA","Angelina",1891,"4","11","Sue","female","female"
"519","Cochran","Frances M.","ORA","Angelina",1892,"9","9","Frances","female","female"
"520","Baird","Lewis E.","ORA","Angelina",1893,"9","28","Lewis","male","male"
"521","Cochran","Elvira","ORA","Angelina",1894,"5","1","Elvira","female","female"
"522","Cochran","Calvin J.","ORA","Angelina",1896,"9","8","Calvin","male","male"
"523","Baird","Lewis E.","ORA","Angelina",1898,"4","1","Lewis","male","male"
"524","Russell","Jos. G.","ORA","Angelina",1900,"10","11","Jos","male","male"
"525","McIntosh","Geo. W.","ORA","Angelina",1901,"4","29","Geo","male","male"
"526","Jeanes","Thos. W.","ORA","Angelina",1901,"10","23","Thos",NA,"male"
"527","Shofner","Andrew J.","ORA","Angelina",1902,"12","2","Andrew","male","male"
"528","Conner","Wm. A.","ORA","Angelina",1904,"2","12","Wm",NA,"male"
"529","Ellis","Miss April E.","ORA","Angelina",1907,"6","5","April","male","female"
"530","Carlton","David H.","ORA","Angelina",1908,"2","25","David","male","male"
"531","Mattox","Charlie C.","ORA","Angelina",1911,"4","19","Charlie","male","male"
"532","Yeates","Rebecca","ORA","Angelina",1911,"7","28","Rebecca","female","female"
"533","Singleton","Wm. L.","PLATT","Angelina",1902,"11","28","Wm",NA,"male"
"534","McKinney","John C.","PLATT","Angelina",1906,"3","26","John","male","male"
"535","McCoy","Morris G.","PLATT","Angelina",1908,"1","3","Morris","male","male"
"536","McKinney","John C.","PLATT","Angelina",1906,"3","26","John","male","male"
"537","McKnight","Jas. G.","POLLOK","Angelina",1886,"11","9","Jas",NA,"male"
"538","Langill","Ollie","POLLOK","Angelina",1902,"5","29","Ollie","female","female"
"539","Kilgore","Homer N.","POLLOK","Angelina",1903,"3","25","Homer","male","male"
"540","Watson","Wm. S.","POLLOK","Angelina",1908,"8","29","Wm",NA,"male"
"541","Dunn","Chas. C.","POLLOK","Angelina",1922,"4","24","Chas",NA,"male"
"542","Dunn","John W.","POLLOK","Angelina",1923,"5","18","John","male","male"
"543","Dunn","Mazie","POLLOK","Angelina",1924,"1","8","Mazie","female","female"
"544","Sanders","Robt. R.","POLLOK","Angelina",1927,"2","7","Robt","male","male"
"545","Boykin","Martha A.","POPHER","Angelina",1890,"4","21","Martha","female","female"
"546","Ivy","Martha A.","POPHER","Angelina",1894,"12","14","Martha","female","female"
"547","Truett","Sarah E.","POPHER","Angelina",1896,"1","29","Sarah","female","female"
"548","Ivy","Martha A.","POPHER","Angelina",1894,"12","14","Martha","female","female"
"549","McAdams","Wade","RED","Angelina",1906,"5","8","Wade","male","male"
"550","Lewis Jr.","Dempsey D.","RED","Angelina",1906,"9","7","Dempsey","male","male"
