Post Office,County1,County2,County3,State,Region,Subregion,Established,Discontinued,Stamp Rarity Factor,Continuous,GNIS_Match,Score,GNIS_ID,GNIS_Feature,GNIS_Type,GNIS_County,GNIS_State,Latitude,Longitude,Coordinates
AMARILLO,Potter,,,TX,Midwest,South Midwest,1887,,0,Y,TRUE,100,2732313,Amarillo Post Office,Post Office,Potter,TX,35.1890627,-101.8171916,Y
AMBIA,Lamar,,,TX,Midwest,South Midwest,1886,1905,5,Y,TRUE,100,1379339,Ambia,Populated Place,Lamar,TX,33.5928833,-95.6591267,Y
AMBROSE,Grayson,,,TX,Midwest,South Midwest,1902,1930,2,Y,TRUE,100,1351073,Ambrose,Populated Place,Grayson,TX,33.6906597,-96.3852638,Y
AMELIA,Jefferson,,,TX,Midwest,South Midwest,1885,1913,4,Y,TRUE,100,2007194,Amelia School,School,Jefferson,TX,30.070977,-94.1890134,Y
AMES,Coryell,,,TX,Midwest,South Midwest,1893,1957,1,Y,TRUE,100,1379340,Ames,Populated Place,Coryell,TX,31.5209949,-97.7794683,Y
AMHERST,Lamar,,,TX,Midwest,South Midwest,1904,1905,6,Y,TRUE,100,1379341,Amherst,Populated Place,Lamar,TX,33.7278836,-95.4794002,Y
AMHERST,Lamb,,,TX,Midwest,South Midwest,1923,,0,Y,TRUE,100,2731100,Amherst Post Office,Post Office,Lamb,TX,34.010068,-102.415209,Y
AMICUS,Marion,,,TX,Midwest,South Midwest,1885,1906,5,Y,FALSE,,,,,,,,,N
AMMANN'S,Kendall,,,TX,Midwest,South Midwest,1881,1881,8,Y,TRUE,85.71428571,2493631,Ammann Cemetery,Cemetery,Kendall,TX,29.93318,-98.784084,Y
AMMANNSVILLE,Fayette,,,TX,Midwest,South Midwest,1879,1906,5,Y,TRUE,100,1329504,Ammannsville,Populated Place,Fayette,TX,29.7891189,-96.858591,Y
AMONDA,McLennan,,,TX,Midwest,South Midwest,1857,1859,8,Y,FALSE,,,,,,,,,N
AMPHION,Atascosa,,,TX,Midwest,South Midwest,1886,1916,4,Y,TRUE,100,1379342,Amphion,Populated Place,Atascosa,TX,28.9985808,-98.635576,Y
AMPLE,Haskell,,,TX,Midwest,South Midwest,1890,1914,4,Y,FALSE,,,,,,,,,N
AMSTERDAM,Brazoria,,,TX,Midwest,South Midwest,1897,1905,5,Y,FALSE,,,,,,,,,N
AMY,Delta,,,TX,Midwest,South Midwest,1894,1905,5,Y,FALSE,,,,,,,,,N
ANACOSTIA,Panola,,,TX,Midwest,South Midwest,1857,,0,Y,FALSE,,,,,,,,,N
ANADARCO,Rusk,,,TX,Midwest,South Midwest,1849,1878,7,Y,TRUE,87.5,1377936,Anadarko,Populated Place,Rusk,TX,31.9282247,-94.8763265,Y
ANAHUAC,Chambers,,,TX,Midwest,South Midwest,1838,,0,Y,TRUE,100,2731081,Anahuac Post Office,Post Office,Chambers,TX,29.769285,-94.682962,Y
ANAQUA,Victoria,,,TX,Midwest,South Midwest,1852,1919,4,Y,FALSE,,,,,,,,,N
ANARENE,Archer,,,TX,Midwest,South Midwest,1909,1955,1,Y,TRUE,100,1379344,Anarene,Populated Place,Archer,TX,33.4851059,-98.6661696,Y
ANCASTER,La Salle,,,TX,Midwest,South Midwest,1880,1883,8,Y,FALSE,,,,,,,,,N
ANCHOR,Brazoria,,,TX,Midwest,South Midwest,1897,1920,3,Y,TRUE,100,1351088,Anchor,Locale,Brazoria,TX,29.2082985,-95.4732749,Y
ANCHORAGE,Atascosa,,,TX,Midwest,South Midwest,1889,1935,2,Y,TRUE,100,1379345,Anchorage,Populated Place,Atascosa,TX,29.0674669,-98.7058558,Y
ANDER,Goliad,,,TX,Midwest,South Midwest,1900,1920,3,Y,TRUE,100,1379346,Ander,Populated Place,Goliad,TX,28.8577628,-97.3422143,Y
ANDERSON,Grimes,,,TX,Midwest,South Midwest,1849,,0,Y,TRUE,100,2732143,Anderson Post Office,Post Office,Grimes,TX,30.4888494,-95.988141,Y
ANDERSON'S MILLS,Travis,,,TX,Midwest,South Midwest,1876,1884,7,Y,FALSE,,,,,,,,,N
ANDICE,Williamson,,,TX,Midwest,South Midwest,1899,1960,1,Y,TRUE,100,1351116,Andice,Populated Place,Williamson,TX,30.7821302,-97.8522384,Y
ANDREWS,Wood,,,TX,Midwest,South Midwest,1885,1906,4,Y,FALSE,,,,,,,,,N
ANDREWS,Andrews,,,TX,Midwest,South Midwest,1909,,0,Y,TRUE,100,2731757,Andrews Post Office,Post Office,Andrews,TX,32.3277494,-102.5499064,Y
ANDY,Cherokee,,,TX,Midwest,South Midwest,1895,1904,5,Y,FALSE,,,,,,,,,N
ANGELES,Reeves,,,TX,Midwest,South Midwest,1910,1916,4,Y,TRUE,100,1379348,Angeles,Populated Place,Reeves,TX,31.9015146,-103.9624217,Y
ANGELINA,Angelina,,,TX,Midwest,South Midwest,1855,1865,7,Y,FALSE,,,,,,,,,N
ANGELINA,Angelina,,,TX,Midwest,South Midwest,1898,1902,6,Y,FALSE,,,,,,,,,N
ANGELITA,San Patricio,,,TX,Midwest,South Midwest,1907,1916,4,Y,FALSE,,,,,,,,,N
ANGLE,Walker,,,TX,Midwest,South Midwest,1882,1884,8,Y,FALSE,,,,,,,,,N
ANGLETON,Brazoria,,,TX,Midwest,South Midwest,1892,,0,Y,TRUE,100,2731667,Angleton Post Office,Post Office,Brazoria,TX,29.1817506,-95.4309478,Y
ANGLIN'S,Anderson,,,TX,Midwest,South Midwest,1847,1849,9,Y,FALSE,,,,,,,,,N
ANGORIA,Palo Pinto,,,TX,Midwest,South Midwest,1884,1890,6,Y,FALSE,,,,,,,,,N
ANGUS,Navarro,,,TX,Midwest,South Midwest,1877,1953,1,Y,TRUE,100,1377938,Angus,Populated Place,Navarro,TX,32.0062671,-96.4330375,Y
ANHALT,Comal,,,TX,Midwest,South Midwest,1879,1907,5,Y,TRUE,100,1379349,Anhalt,Populated Place,Comal,TX,29.7941091,-98.475574,Y
ANITA,Palo Pinto,,,TX,Midwest,South Midwest,1879,1880,8,Y,FALSE,,,,,,,,,N
ANNA,Collin,,,TX,Midwest,South Midwest,1883,,0,Y,TRUE,100,2731570,Anna Post Office,Post Office,Collin,TX,33.343213,-96.551227,Y
ANNADALE,Callahan,,,TX,Midwest,South Midwest,1879,1881,8,Y,FALSE,,,,,,,,,N
ANNAROSE,Live Oak,,,TX,Midwest,South Midwest,1915,1941,2,Y,TRUE,100,1329558,Annarose,Locale,Live Oak,TX,28.0858452,-98.170839,Y
ANNETA,Parker,,,TX,Midwest,South Midwest,1876,1907,5,Y,TRUE,100,1384238,Anneta,Populated Place,Parker,TX,32.709297,-97.6761384,Y
ANNEVILLE,Wise,,,TX,Midwest,South Midwest,1882,1903,5,Y,TRUE,88.88888889,1377939,Annaville,Populated Place,Wise,TX,33.1170647,-97.5719703,Y
ANNIE,Bowie,,,TX,Midwest,South Midwest,1865,,0,Y,FALSE,,,,,,,,,N
ANNONA,Red River,,,TX,Midwest,South Midwest,1872,,0,Y,TRUE,100,2731960,Annona Post Office,Post Office,Red River,TX,33.5813476,-94.9164565,Y
ANSON,Jones,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731702,Anson Post Office,Post Office,Jones,TX,32.7572035,-99.895873,Y
ANTELOPE,Jack,,,TX,Midwest,South Midwest,1858,,0,Y,TRUE,100,1351138,Antelope,Populated Place,Jack,TX,33.4417752,-98.3697723,Y
ANTELOPE GAP,Mills,,,TX,Midwest,South Midwest,1892,1914,4,Y,TRUE,100,1351154,Antelope Gap,Locale,Mills,TX,31.305721,-98.4644831,Y
ANTHONY,Fannin,,,TX,Midwest,South Midwest,1894,1907,5,Y,TRUE,100,1379351,Anthony,Populated Place,Fannin,TX,33.676771,-96.3733188,Y
ANTHONY,El Paso,,,TX,Midwest,South Midwest,1981,,0,Y,TRUE,100,2005085,Anthony Elementary School,School,El Paso,TX,31.9959343,-106.6019365,Y
ANTI,Cass,,,TX,Midwest,South Midwest,1888,1904,5,Y,FALSE,,,,,,,,,N
ANTIOCH,Lavaca,,,TX,Midwest,South Midwest,1855,1888,6,Y,FALSE,,,,,,,,,N
ANTIOCH,Houston,,,TX,Midwest,South Midwest,1891,1908,5,Y,TRUE,100,1385457,Antioch Post Office (historical),Post Office,Houston,TX,31.097961,-95.5052223,Y
ANTIQUITY,Anderson,,,TX,Midwest,South Midwest,1880,1880,9,Y,FALSE,,,,,,,,,N
ANTON,Hockley,,,TX,Midwest,South Midwest,1925,,0,Y,TRUE,100,2731298,Anton Post Office,Post Office,Hockley,TX,33.810625,-102.164156,Y
APEX,San Saba,,,TX,Midwest,South Midwest,1880,1881,8,Y,FALSE,,,,,,,,,N
APOLONIA,Grimes,,,TX,Midwest,South Midwest,1889,1907,5,Y,TRUE,100,1379355,Apolonia,Populated Place,Grimes,TX,30.4932576,-95.9099521,Y
APPLE SPRINGS,Trinity,,,TX,Midwest,South Midwest,1884,,0,Y,TRUE,100,2731571,Apple Springs Post Office,Post Office,Trinity,TX,31.223497,-94.968643,Y
APPLEBY,Nacogdoches,,,TX,Midwest,South Midwest,1889,1958,1,Y,TRUE,100,1351226,Appleby,Populated Place,Nacogdoches,TX,31.7162882,-94.6049313,Y
APPLEGATE,Jasper,,,TX,Midwest,South Midwest,1905,1909,5,Y,FALSE,,,,,,,,,N
APPLETON,Hansford,,,TX,Midwest,South Midwest,1887,1890,7,Y,FALSE,,,,,,,,,N
AQUA,Moore,,,TX,Midwest,South Midwest,1902,1912,4,Y,FALSE,,,,,,,,,N
AQUA,Potter,,,TX,Midwest,South Midwest,1908,1909,4,Y,FALSE,,,,,,,,,N
AQUILLA,Hill,,,TX,Midwest,South Midwest,1859,,0,Y,TRUE,100,2732212,Aquilla Post Office,Post Office,Hill,TX,31.8508859,-97.2191659,Y
ARAH,Scurry,,,TX,Midwest,South Midwest,1907,1949,1,Y,TRUE,100,1377947,Arah,Populated Place,Scurry,TX,32.7581622,-101.1351245,Y
ARANSAS,Aransas,,,TX,Midwest,South Midwest,1839,1862,7,Y,FALSE,,,,,,,,,N
ARANSAS,Bee,,,TX,Midwest,South Midwest,1870,1887,6,Y,FALSE,,,,,,,,,N
ARANSAS CITY,Aransas,,,TX,Midwest,South Midwest,1888,1890,6,Y,FALSE,,,,,,,,,N
ARANSAS HARBOR,San Patricio,,,TX,Midwest,South Midwest,1890,1892,7,Y,FALSE,,,,,,,,,N
ARANSAS PASS,Aransas,,,TX,Midwest,South Midwest,1889,1891,3,Y,FALSE,,,,,,,,,N
ARANSAS PASS,San Patricio,,,TX,Midwest,South Midwest,1892,,0,Y,TRUE,100,2731238,Aransas Pass Post Office,Post Office,San Patricio,TX,27.899727,-97.148551,Y
ARANSAS PASS LIGHT HOUSE,Aransas,,,TX,Midwest,South Midwest,1879,1882,8,Y,TRUE,95.83333333,1329653,Aransas Pass Lighthouse,Locale,Aransas,TX,27.8641921,-97.055544,Y
ARARAT,Comanche,,,TX,Midwest,South Midwest,1902,1904,6,Y,FALSE,,,,,,,,,N
ARBALA,Hopkins,,,TX,Midwest,South Midwest,1899,1933,2,Y,TRUE,100,1377948,Arbala,Populated Place,Hopkins,TX,32.987618,-95.6532914,Y
ARBOR,Houston,,,TX,Midwest,South Midwest,1901,1906,6,Y,TRUE,100,1383262,Arbor School (historical),School,Houston,TX,31.2951816,-95.2949407,Y
ARBY,Swisher,,,TX,Midwest,South Midwest,1892,1894,7,Y,FALSE,,,,,,,,,N
ARCADE,Cook,,,TX,Midwest,South Midwest,1860,1862,8,Y,FALSE,,,,,,,,,N
ARCADIA,Galveston,,,TX,Midwest,South Midwest,1891,1982,1,Y,TRUE,100,1351043,Arcadia,Populated Place,Galveston,TX,29.3780129,-95.1057625,Y
ARCHER,Archer,,,TX,Midwest,South Midwest,1878,1892,2,Y,FALSE,,,,,,,,,N
ARCHER CITY,Archer,,,TX,Midwest,South Midwest,1892,,0,Y,TRUE,100,2731122,Archer City Post Office,Post Office,Archer,TX,33.601812,-98.623826,Y
ARCOLA,Fort Bend,,,TX,Midwest,South Midwest,1869,1920,3,Y,TRUE,100,1329659,Arcola,Populated Place,Fort Bend,TX,29.4960702,-95.4657756,Y
ARCTIC,Jack,,,TX,Midwest,South Midwest,1880,1881,8,Y,FALSE,,,,,,,,,N
ARDATH,Collin,,,TX,Midwest,South Midwest,1899,1901,6,Y,FALSE,,,,,,,,,N
ARDEN,Irion,,,TX,Midwest,South Midwest,1890,1942,2,Y,TRUE,100,1379358,Arden,Populated Place,Irion,TX,31.4437703,-100.7670473,Y
ARENOSA,Victoria,,,TX,Midwest,South Midwest,1851,1852,9,Y,FALSE,,,,,,,,,N
ARGENTA,Live Oak,,,TX,Midwest,South Midwest,1911,1926,3,Y,TRUE,100,1377951,Argenta,Populated Place,Live Oak,TX,28.170008,-97.8472215,Y
ARGO,Titus,,,TX,Midwest,South Midwest,1885,1907,5,Y,TRUE,100,1380819,Argo,Populated Place,Titus,TX,33.2551176,-94.8949339,Y
ARGYLE,Denton,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731109,Argyle Post Office,Post Office,Denton,TX,33.120535,-97.185246,Y
ARINOSA,Victoria,,,TX,Midwest,South Midwest,1877,1883,7,Y,FALSE,,,,,,,,,N
ARIOLA,Hardin,,,TX,Midwest,South Midwest,1901,1907,5,Y,TRUE,100,1340738,Ariola,Populated Place,Hardin,TX,30.2657655,-94.1996286,Y
ARION,Liberty,,,TX,Midwest,South Midwest,1900,1902,6,Y,FALSE,,,,,,,,,N
ARISTO,Coryell,,,TX,Midwest,South Midwest,1894,1894,8,Y,FALSE,,,,,,,,,N
ARKADA,Fannin,,,TX,Midwest,South Midwest,1882,1891,6,Y,FALSE,,,,,,,,,N
ARLES,Burleson,,,TX,Midwest,South Midwest,1886,1886,8,Y,FALSE,,,,,,,,,N
ARLESTON,Panola,,,TX,Midwest,South Midwest,1881,1906,5,Y,FALSE,,,,,,,,,N
ARLIE,Childress,,,TX,Midwest,South Midwest,1888,1930,2,Y,TRUE,100,1379361,Arlie,Populated Place,Childress,TX,34.7178364,-100.0909419,Y
ARLINGTON,Tarrant,,,TX,Midwest,South Midwest,1877,,0,Y,TRUE,100,2428274,Arlington Post Office,Post Office,Tarrant,TX,32.7205884,-97.0811708,Y
ARMOUR,Limestone,,,TX,Midwest,South Midwest,1883,1903,5,Y,TRUE,100,1351255,Armour Cemetery,Cemetery,Limestone,TX,31.7359979,-96.6574874,Y
ARMSTRONG,Erath,,,TX,Midwest,South Midwest,1876,1891,5,Y,FALSE,,,,,,,,,N
ARMSTRONG,Washington,,,TX,Midwest,South Midwest,1901,1903,6,Y,FALSE,,,,,,,,,N
ARMSTRONG,Kenedy,,,TX,Midwest,South Midwest,1913,,0,Y,TRUE,100,1377953,Armstrong,Populated Place,Kenedy,TX,26.9244994,-97.7913842,Y
ARNECKEVILLE,Dewitt,,,TX,Midwest,South Midwest,1872,1954,1,Y,FALSE,,,,,,,,,N
ARNETT,Coryell,,,TX,Midwest,South Midwest,1903,1906,6,Y,TRUE,100,1351262,Arnett,Populated Place,Coryell,TX,31.445163,-97.8914151,Y
ARNEY,Castro,,,TX,Midwest,South Midwest,1902,1912,4,Y,TRUE,100,1379364,Arney,Populated Place,Castro,TX,34.6872861,-102.1029694,Y
ARNIM,Wharton,,,TX,Midwest,South Midwest,1902,1911,4,Y,FALSE,,,,,,,,,N
ARNO,Reeves,,,TX,Midwest,South Midwest,1907,1915,4,Y,TRUE,100,1379365,Arno,Populated Place,Reeves,TX,31.6631852,-103.6360152,Y
ARNOLD,Dallas,,,TX,Midwest,South Midwest,1884,1889,6,Y,FALSE,,,,,,,,,N
ARNOLD,Collin,,,TX,Midwest,South Midwest,1899,1901,6,Y,TRUE,100,1379366,Arnold,Populated Place,Collin,TX,33.2698357,-96.3310919,Y
ARNOLD'S,Waller,,,TX,Midwest,South Midwest,1843,1848,9,Y,FALSE,,,,,,,,,N
ARP,Atascosa,,,TX,Midwest,South Midwest,1892,1892,7,Y,FALSE,,,,,,,,,N
ARP,Smith,,,TX,Midwest,South Midwest,1899,,0,Y,TRUE,100,2731847,Arp Post Office,Post Office,Smith,TX,32.225448,-95.0603798,Y
ARROYO,Willacy,,,TX,Midwest,South Midwest,1887,1907,5,Y,FALSE,,,,,,,,,N
ART,Mason,,,TX,Midwest,South Midwest,1920,,0,Y,TRUE,100,2731471,Art Post Office,Post Office,Mason,TX,30.738975,-99.112074,Y
ARTESIA,McLennan,,,TX,Midwest,South Midwest,1900,1901,6,Y,FALSE,,,,,,,,,N
ARTESIA,La Salle,,,TX,Midwest,South Midwest,1903,1921,3,Y,FALSE,,,,,,,,,N
ARTESIA WELLS,La Salle,,,TX,Midwest,South Midwest,1909,1979,1,Y,TRUE,100,1329777,Artesia Wells,Populated Place,La Salle,TX,28.279997,-99.2844773,Y
ARTHUR CITY,Lamar,,,TX,Midwest,South Midwest,1886,,0,Y,TRUE,100,2731561,Arthur City Post Office,Post Office,Lamar,TX,33.867642,-95.504765,Y
ARUM,Johnson,,,TX,Midwest,South Midwest,1894,1897,7,Y,FALSE,,,,,,,,,N
ASA,Fannin,,,TX,Midwest,South Midwest,1892,1892,8,Y,FALSE,,,,,,,,,N
ASANDER,Titus,,,TX,Midwest,South Midwest,1901,1904,6,Y,FALSE,,,,,,,,,N
ASBURY,Upshur,,,TX,Midwest,South Midwest,1894,1902,5,Y,FALSE,,,,,,,,,N
ASH,Houston,,,TX,Midwest,South Midwest,1890,1909,4,Y,TRUE,100,1379367,Ash,Populated Place,Houston,TX,31.1951827,-95.6921723,Y
ASH CREEK,Hill,,,TX,Midwest,South Midwest,1874,1883,7,Y,TRUE,100,1329794,Ash Creek,Stream,Hill,TX,31.9426571,-96.7663814,Y
ASH SPRING,Harrison,,,TX,Midwest,South Midwest,1849,1869,7,Y,FALSE,,,,,,,,,N
ASHBY,Houston,,,TX,Midwest,South Midwest,1872,1877,6,Y,FALSE,,,,,,,,,N
ASHBY,Matagorda,,,TX,Midwest,South Midwest,1890,1919,4,Y,TRUE,100,2034938,Ashby,Populated Place,Matagorda,TX,28.8291519,-96.1241303,Y
ASHERTON,Dimmit,,,TX,Midwest,South Midwest,1909,,0,Y,TRUE,100,2731188,Asherton Post Office,Post Office,Dimmit,TX,28.442337,-99.759447,Y
ASHLAND,Tarrant,,,TX,Midwest,South Midwest,1858,1867,7,Y,FALSE,,,,,,,,,N
ASHLAND,Hunt,,,TX,Midwest,South Midwest,1873,1880,6,Y,FALSE,,,,,,,,,N
ASHLAND,Upshur,,,TX,Midwest,South Midwest,1902,1921,3,Y,TRUE,100,1377957,Ashland,Populated Place,Upshur,TX,32.6906958,-94.7043748,Y
ASHMORE,Gaines,,,TX,Midwest,South Midwest,1940,1948,1,Y,TRUE,100,1377958,Ashmore,Populated Place,Gaines,TX,32.9153722,-102.2785117,Y
ASHTOLA,Donley,,,TX,Midwest,South Midwest,1916,1956,1,Y,TRUE,100,1351311,Ashtola,Populated Place,Donley,TX,35.0064389,-101.0434843,Y
ASHTON,San Augustine,,,TX,Midwest,South Midwest,1871,1876,8,Y,FALSE,,,,,,,,,N
ASHTON'S,Shelby,,,TX,Midwest,South Midwest,1847,1854,8,Y,TRUE,85.71428571,1381342,Ashton School,Locale,Shelby,TX,31.8837806,-93.9804682,Y
ASHVILLE,Harrison,,,TX,Midwest,South Midwest,1852,1854,8,Y,FALSE,,,,,,,,,N
ASHVILLE,Hunt,,,TX,Midwest,South Midwest,1901,1903,6,Y,FALSE,,,,,,,,,N
ASHWOOD,Matagorda,,,TX,Midwest,South Midwest,1910,1952,1,Y,TRUE,100,1379368,Ashwood,Populated Place,Matagorda,TX,29.1041405,-95.8713427,Y
ASHWORTH,Kaufman,,,TX,Midwest,South Midwest,1886,1907,5,Y,FALSE,,,,,,,,,N
ASKEW,Hopkins,,,TX,Midwest,South Midwest,1901,1906,6,Y,TRUE,100,1378002,Askew,Populated Place,Hopkins,TX,33.0787287,-95.4091157,Y
ASPERMONT,Stonewall,,,TX,Midwest,South Midwest,1889,,0,Y,TRUE,100,2731440,Aspermont Post Office,Post Office,Stonewall,TX,33.13799,-100.229178,Y
ASTONIA,Ellis,,,TX,Midwest,South Midwest,1879,1900,5,Y,TRUE,85.71428571,1329869,Austonia Cemetery,Cemetery,Ellis,TX,32.1887602,-96.7352702,Y
ATASCOSA,Bexar,,,TX,Midwest,South Midwest,1872,,0,Y,TRUE,100,2470115,Atascosa Post Office,Post Office,Bexar,TX,29.288706,-98.705993,Y
ATCHISON'S POINT,Tarrant,,,TX,Midwest,South Midwest,1858,1868,8,Y,FALSE,,,,,,,,,N
ATER,Coryell,,,TX,Midwest,South Midwest,1899,1908,5,Y,TRUE,100,1379371,Ater,Populated Place,Coryell,TX,31.5232165,-97.8611372,Y
ATHENS,Henderson,,,TX,Midwest,South Midwest,1850,,0,Y,TRUE,100,2731567,Athens Post Office,Post Office,Henderson,TX,32.205889,-95.850477,Y
ATHERTON,Lampasas,,,TX,Midwest,South Midwest,1892,1901,5,Y,FALSE,,,,,,,,,N
ATLANTA,Cass,,,TX,Midwest,South Midwest,1871,1873,4,Y,TRUE,100,2731924,Atlanta Post Office,Post Office,Cass,TX,33.1174474,-94.1640335,Y
ATLANTA,Cass,,,TX,Midwest,South Midwest,1874,,0,Y,TRUE,100,2731924,Atlanta Post Office,Post Office,Cass,TX,33.1174474,-94.1640335,Y
ATLAS,Lamar,,,TX,Midwest,South Midwest,1884,1943,2,Y,TRUE,100,1351323,Atlas,Populated Place,Lamar,TX,33.5687173,-95.616903,Y
ATOKA,Coleman,,,TX,Midwest,South Midwest,1881,1911,4,Y,TRUE,100,1372355,Atoka Cemetery,Cemetery,Coleman,TX,31.9943102,-99.6725776,Y
ATOY,Cherokee,,,TX,Midwest,South Midwest,1870,1871,8,Y,TRUE,100,1377961,Atoy,Populated Place,Cherokee,TX,31.7740638,-95.0132733,Y
ATTOYAC,Nacogdoches,,,TX,Midwest,South Midwest,1896,1955,1,Y,TRUE,100,1379373,Attoyac,Populated Place,Nacogdoches,TX,31.5587926,-94.3579805,Y
ATTOYAQUE,San Augustine,,,TX,Midwest,South Midwest,1847,1848,7,Y,FALSE,,,,,,,,,N
ATWELL,Callahan,,,TX,Midwest,South Midwest,1899,1929,3,Y,TRUE,100,1377960,Atwell,Populated Place,Callahan,TX,32.2612443,-99.1342344,Y
ATWOOD,Archer,,,TX,Midwest,South Midwest,1892,1910,4,Y,FALSE,,,,,,,,,N
AUBREY,Denton,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2732007,Aubrey Post Office,Post Office,Denton,TX,33.2897577,-96.9872729,Y
AUBURN,Ellis,,,TX,Midwest,South Midwest,1877,1906,5,Y,TRUE,100,1377962,Auburn,Populated Place,Ellis,TX,32.2973676,-97.0772272,Y
AUBURN,Swisher,,,TX,Midwest,South Midwest,1910,1911,5,Y,FALSE,,,,,,,,,N
AUDELIA,Dallas,,,TX,Midwest,South Midwest,1899,1904,5,Y,TRUE,100,1377963,Audelia,Populated Place,Dallas,TX,32.9092912,-96.7172201,Y
AUDRA,Taylor,,,TX,Midwest,South Midwest,1900,1909,4,Y,FALSE,,,,,,,,,N
AUDUBON,Wise,,,TX,Midwest,South Midwest,1874,1904,5,Y,FALSE,,,,,,,,,N
AUGUSTA,Houston,,,TX,Midwest,South Midwest,1857,1963,1,Y,TRUE,100,1384223,Augusta,Populated Place,Houston,TX,31.5315674,-95.3307785,Y
AULD,Real,,,TX,Midwest,South Midwest,1896,1896,8,Y,FALSE,,,,,,,,,N
AURANTI,Fannin,,,TX,Midwest,South Midwest,1878,1878,9,Y,FALSE,,,,,,,,,N
AURORA,Wise,,,TX,Midwest,South Midwest,1873,1906,5,Y,TRUE,100,1329842,Aurora,Populated Place,Wise,TX,33.0606784,-97.5033561,Y
AUSLEY,Kaufman,,,TX,Midwest,South Midwest,1904,1905,6,Y,FALSE,,,,,,,,,N
AUSTIN,Travis,,,TX,Midwest,South Midwest,1839,,0,Y,TRUE,100,2009178,Austin High School,School,Travis,TX,30.2732637,-97.7652836,Y
AUSTONIO,Houston,,,TX,Midwest,South Midwest,1932,1966,1,Y,TRUE,100,1384224,Austonio,Populated Place,Houston,TX,31.1857382,-95.63856,Y
AUSTWELL,Refugio,,,TX,Midwest,South Midwest,1912,,0,Y,TRUE,100,2731227,Austwell Post Office,Post Office,Refugio,TX,28.390105,-96.845273,Y
AUTHON,Parker,,,TX,Midwest,South Midwest,1882,1904,5,Y,TRUE,100,1377964,Authon,Populated Place,Parker,TX,32.8684591,-97.9439275,Y
AUTO,Howard,,,TX,Midwest,South Midwest,1907,1913,4,Y,FALSE,,,,,,,,,N
AUTREYVILLE,Newton,,,TX,Midwest,South Midwest,1910,1912,5,Y,FALSE,,,,,,,,,N
AVALON,Ellis,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731731,Avalon Post Office,Post Office,Ellis,TX,32.2050027,-96.7910594,Y
AVANT,Freestone,,,TX,Midwest,South Midwest,1853,1885,7,Y,FALSE,,,,,,,,,N
AVATON,Harrison,,,TX,Midwest,South Midwest,1884,1902,5,Y,FALSE,,,,,,,,,N
AVERY,Red River,,,TX,Midwest,South Midwest,1902,,0,Y,TRUE,100,2731347,Avery Post Office,Post Office,Red River,TX,33.547628,-94.780239,Y
AVINGER,Cass,,,TX,Midwest,South Midwest,1877,,0,Y,TRUE,100,2731953,Avinger Post Office,Post Office,Cass,TX,32.896446,-94.5522399,Y
AVIS,Jack,,,TX,Midwest,South Midwest,1901,1903,6,Y,FALSE,,,,,,,,,N
AVO,Jones,,,TX,Midwest,South Midwest,1893,1900,5,Y,FALSE,,,,,,,,,N
AVOCA,Jones,,,TX,Midwest,South Midwest,1900,1973,1,Y,TRUE,100,1329883,Avoca,Populated Place,Jones,TX,32.8656686,-99.7159236,Y
AVON,Wichita,,,TX,Midwest,South Midwest,1879,1880,8,Y,FALSE,,,,,,,,,N
AVONDALE,Tarrant,,,TX,Midwest,South Midwest,1891,1922,3,Y,TRUE,100,1377966,Avondale,Populated Place,Tarrant,TX,32.9679029,-97.4205752,Y
AXINE,Cass,,,TX,Midwest,South Midwest,1915,1916,6,Y,FALSE,,,,,,,,,N
AXTELL,McLennan,,,TX,Midwest,South Midwest,1882,,0,Y,TRUE,100,2731110,Axtell Post Office,Post Office,McLennan,TX,31.657312,-96.971595,Y
AYERS,Anderson,,,TX,Midwest,South Midwest,1901,1902,6,Y,FALSE,,,,,,,,,N
AYISH BAYOU,San Augustine,,,TX,Midwest,South Midwest,1847,1848,9,Y,TRUE,100,1381348,Ayish Bayou,Stream,San Augustine,TX,31.1260262,-94.0618575,Y
AYR,Deaf Smith,,,TX,Midwest,South Midwest,1890,1895,6,Y,FALSE,,,,,,,,,N
AYRES RETREAT,Bell,,,TX,Midwest,South Midwest,1866,1867,8,Y,FALSE,,,,,,,,,N
AZLE,Tarrant,,,TX,Midwest,South Midwest,1883,,0,Y,TRUE,100,2008729,Azle High School,School,Tarrant,TX,32.9045704,-97.5439119,Y
BABER,Angelina,,,TX,Midwest,South Midwest,1907,1915,4,Y,FALSE,,,,,,,,,N
BABGY,Fannin,,,TX,Midwest,South Midwest,1895,1904,5,Y,FALSE,,,,,,,,,N
BABY HEAD,Llano,,,TX,Midwest,South Midwest,1879,1918,4,Y,TRUE,100,1351376,Baby Head (historical),Populated Place,Llano,TX,30.8882299,-98.6530935,Y
BACCHUS,Hopkins,,,TX,Midwest,South Midwest,1870,1876,8,Y,FALSE,,,,,,,,,N
BACKBONE VALLEY,Burnet,,,TX,Midwest,South Midwest,1874,1877,8,Y,TRUE,100,1351389,Backbone Valley,Basin,Burnet,TX,30.6371307,-98.3172473,Y
